key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-397594637,"A construção da Cidade Pós-Quioto: Interface de Transpostes, Sete Rios, Lisboa",2011,,,PQDT - Global,9798492704728,,28795629,151,"Martins, Ricardo Barros Pombo and Lopes, João Lúcio and Figueira, João Francisco",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fconstru%C3%A7%C3%A3o-da-cidade-p%C3%B3s-quioto-interface-de%2Fdocview%2F2587065908%2Fse-2%3Faccountid%3D10246,Portuguese,Universidade Tecnica de Lisboa (Portugal)     PP  - Portugal,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-05-16 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: foreign language",,Climate change;Interfaces;0404:Climate Change,,
rayyan-397594638,A Construção da Cidade Pós-quioto um Projecto Urbano Para Sete Rios Lisboa; Mobilidade Intensidade e Verde,2011,,,PQDT - Global,9798492704711,,28795673,148,"Simões, Inês Lobato and Figueira, João Francisco and Lopes, Arquitecto João Lúcio",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fconstru%C3%A7%C3%A3o-da-cidade-p%C3%B3s-quioto-um-projecto%2Fdocview%2F2587065898%2Fse-2%3Faccountid%3D10246,Portuguese,Universidade Tecnica de Lisboa (Portugal)     PP  - Portugal,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-05-16 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: foreign language",,Climate change;0404:Climate Change,,
rayyan-397594639,A study on the climate and architectural space _take shophouse in mid-changjiang river area for example,2011,,,PQDT - Global,,,10497383,,"Deng, Gang and Li, Bai Hao",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fstudy-on-climate-architectural-space-take%2Fdocview%2F1875410174%2Fse-2%3Faccountid%3D10246,Chinese,Wuhan University of Technology (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: foreign language",,(UMI)AAI10497383;Social sciences;Urban planning;0999:Urban planning,,
rayyan-397594640,Research on the urban design strategy adapting to climate in hot-summer and cold-winter zone,2011,,,PQDT - Global,,,10553348,,"Sha, Ou and Zheng, Bo Hong",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fresearch-on-urban-design-strategy-adapting%2Fdocview%2F1874998588%2Fse-2%3Faccountid%3D10246,Chinese,Central South University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,(UMI)AAI10553348;Social sciences;Urban planning;0999:Urban planning;Cold Temperature,,
rayyan-397594641,Study of the resources and environmental carrying capacity of changzhutan urban agglomeration,2011,,,PQDT - Global,,,10549014,,"Wu, Zhu and Zhou, Guo Hua",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fstudy-resources-environmental-carrying-capacity%2Fdocview%2F1874978384%2Fse-2%3Faccountid%3D10246,Chinese,Hunan Normal University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: foreign language",,(UMI)AAI10549014;Social sciences;Geography;0366:Geography,,
rayyan-397594642,Remote sensing and gis technology in the application of ecological compensation:a case of region in the core water source of the middle route project under south-to-north water diversion,2011,,,PQDT - Global,,,10498315,,"Zhao, Jing and Dai, Zhen Yong",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fremote-sensing-gis-technology-application%2Fdocview%2F1874977990%2Fse-2%3Faccountid%3D10246,Chinese,Wuhan University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not outcome",,(UMI)AAI10498315;Social sciences;Geography;0366:Geography,,
rayyan-397594643,"Effects of reconstruction models of eucalyptus plantation on soil and litter properties, runoff yield, and n and p runoff losses",2011,,,PQDT - Global,,,10554766,,"Han, Bo and Ceng, Shu Cai",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Feffects-reconstruction-models-eucalyptus%2Fdocview%2F1874912147%2Fse-2%3Faccountid%3D10246,Chinese,South China Agricultural University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not urban",,(UMI)AAI10554766;Biological sciences;Ecology;0329:Ecology,,
rayyan-397594644,The research on establish strategy of environment friendly residential district in dalian,2011,,,PQDT - Global,,,10547236,,"Yin, Pei Yuan and Hu, Ying",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fresearch-on-establish-strategy-environment%2Fdocview%2F1874860354%2Fse-2%3Faccountid%3D10246,Chinese,Dalian University of Technology (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not temperate",,(UMI)AAI10547236;Communication and the arts;Architecture;0729:Architecture,,
rayyan-397594645,A study on the route of carbon-emission reduction in the perspective of cost-effectiveness analysis,2011,,,PQDT - Global,,,10567300,,"Wang, Fang and Xie, Yong Qin",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fstudy-on-route-carbon-emission-reduction%2Fdocview%2F1874859829%2Fse-2%3Faccountid%3D10246,Chinese,Beijing University of Technology (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: foreign language",,(UMI)AAI10567300;Social sciences;Economics;0501:Economics;Cost-Benefit Analysis,,
rayyan-397594646,A low-carban-based study of urban opening space design,2011,,,PQDT - Global,,,10479299,,"Li, Xiao Mi and Li, Jun",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Flow-carban-based-study-urban-opening-space-design%2Fdocview%2F1874571531%2Fse-2%3Faccountid%3D10246,Chinese,Wuhan University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: foreign language",,(UMI)AAI10479299;Communication and the arts;Architecture;0729:Architecture,,
rayyan-397594647,Research on the community planning pattern based on the low-carbon concept,2011,,,PQDT - Global,,,10479116,,"Zhang, Jing and Li, Jun",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fresearch-on-community-planning-pattern-based-low%2Fdocview%2F1874460450%2Fse-2%3Faccountid%3D10246,Chinese,Wuhan University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: foreign language",,(UMI)AAI10479116;Communication and the arts;Architecture;0729:Architecture,,
rayyan-397594648,The low carbon benefits of urban underground space,2011,,,PQDT - Global,,,10571278,,"Liu, Zi Yan and Zhao, Jing Wei",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Flow-carbon-benefits-urban-underground-space%2Fdocview%2F1874388903%2Fse-2%3Faccountid%3D10246,Chinese,Shandong University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,(UMI)AAI10571278;Social sciences;Urban planning;0999:Urban planning,,
rayyan-397594649,The research of urban waterscape design in haerbin,2011,,,PQDT - Global,,,10569584,,"Chen, Hong Yan and Li, Wen",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fresearch-urban-waterscape-design-haerbin%2Fdocview%2F1874388674%2Fse-2%3Faccountid%3D10246,Chinese,Northeast Forestry University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not forest",,(UMI)AAI10569584;Social sciences;Urban planning;0999:Urban planning,,
rayyan-397594650,The morphology and phyllitis of phyllitis japonica under drought stress and the characteristics on land habitat in harbin,2011,,,PQDT - Global,,,10569787,,"Sun, Xiao Cong and Yue, Hua",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fmorphology-phyllitis-japonica-under-drought%2Fdocview%2F1874386857%2Fse-2%3Faccountid%3D10246,Chinese,Northeast Forestry University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,(UMI)AAI10569787;Biological sciences;Horticulture;0471:Horticulture,,
rayyan-397594651,Research on distribution and its evolution of creative industries in guangzhou,2011,,,PQDT - Global,,,10572150,,"Sun, Xing Lin and Xiao, Ling",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fresearch-on-distribution-evolution-creative%2Fdocview%2F1873865476%2Fse-2%3Faccountid%3D10246,Chinese,South China Normal University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,(UMI)AAI10572150;Social sciences;Geography;0366:Geography,,
rayyan-397594652,Study in the plants' ecological design of eco-green construction in polycentric urban regions,2011,,,PQDT - Global,,,10482636,,"Shi, Xue Li and Luo, Yan Yun",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fstudy-plants-ecological-design-eco-green%2Fdocview%2F1870683393%2Fse-2%3Faccountid%3D10246,Chinese,Sichuan University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: foreign language",,(UMI)AAI10482636;Biological sciences;Horticulture;0471:Horticulture,,
rayyan-397594655,A thermodynamic and economic simulation modelling study of utilizing low-temperature sources to power absorption and organic rankine cycles,2011,,,PQDT - UK & Ireland,,,,1,"Masheiti, Salah A. A.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fthermodynamic-economic-simulation-modelling-study%2Fdocview%2F1508805764%2Fse-2%3Faccountid%3D10246,English,University of Newcastle Upon Tyne (United Kingdom)     PP  - England,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Analyte descriptor - Bibliographic data provided by EThOS, the British Library’s UK thesis service: https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.576964
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,576964;Social sciences;Agricultural economics;0503:Agricultural economics;Absorption,,
rayyan-397594656,Computational study of wind flow and pollutant dispersion near tree canopies,2011,,,PQDT - UK & Ireland,,,,1,"Salim, Salim Mohamed",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fcomputational-study-wind-flow-pollutant%2Fdocview%2F1327103952%2Fse-2%3Faccountid%3D10246,English,The University of Nottingham (United Kingdom)     PP  - England,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Analyte descriptor - Bibliographic data provided by EThOS, the British Library’s UK thesis service: https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.547271
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,http://eprints.nottingham.ac.uk/12077/;(UMI)AAIU582473;Applied sciences;Mechanical engineering;0548:Mechanical engineering;Trees,,
rayyan-397594657,Climate change impacts and adaptation in Europe: the case study of European capitals after the heatwave of 2003; vulnerability and adaptation,2011,,,PQDT - UK & Ireland,,,,1,"Aivalioti, Sofia",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fclimate-change-impacts-adaptation-europe-case%2Fdocview%2F1124343957%2Fse-2%3Faccountid%3D10246,English,The University of Edinburgh (United Kingdom)     PP  - Scotland,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,http://hdl.handle.net/1842/5233;(UMI)AAIU575658;Social sciences;Agricultural economics;0503:Agricultural economics;Europe,,
rayyan-397594658,"Human Movement Patterns, Mobility Models and Their Impacts on Wireless Applications",2010,,,ProQuest Dissertations and Theses,978-1-124-92302-4,,3479555,168,"Hong, Seongik and Rhee, Injong",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fhuman-movement-patterns-mobility-models-their%2Fdocview%2F898318989%2Fse-2%3Faccountid%3D10246,English,North Carolina State University     PP  - United States -- North Carolina,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-01 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not forest",,Applied sciences;Delay-tolerant networks;Intercontact times;Wireless networks;Computer science;0984:Computer science;Humanities;Humanism;Humans;Movement,,
rayyan-397594659,A methodology for assessing the thermal effects of urban land cover and built forms on surface heat fluxes: A case study of Kolkata,2010,,,ProQuest Dissertations and Theses,,,823611,,"Paul, Saikat Kumar and Datta, Rabindranath",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fmethodology-assessing-thermal-effects-urban-land%2Fdocview%2F885231147%2Fse-2%3Faccountid%3D10246,English,"Indian Institute of Technology, Kharagpur (India)     PP  - India",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-01 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Applied sciences;Climatic data;Heat fluxes;India;Urban environment;Architectural;Architectural engineering;0462:Architectural engineering;Hot Temperature,,
rayyan-397594660,Assessment of uncertainty in optimal watershed management to control nonpoint source pollution from agricultural watersheds,2010,,,ProQuest Dissertations and Theses,978-1-124-61240-9,,3453259,250,"Maringanti, Chetan and Chaubey, Indrajeet",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fassessment-uncertainty-optimal-watershed%2Fdocview%2F867435440%2Fse-2%3Faccountid%3D10246,English,Purdue University     PP  - United States -- Indiana,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-01 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Health and environmental sciences;Applied sciences;Earth sciences;Agricultural watersheds;Best management practices;Climate change;Land use change;Nonpoint source pollution;Soil and water assessment;Agricultural engineering;Water Resource Management;Environmental engineering;Natural resource management;Water resources management;0539:Agricultural engineering;0775:Environmental engineering;0595:Water Resources Management;0528:Natural Resource Management,,
rayyan-397594661,"The ecological street tree: Mainstreaming the production of street tree-based ecosystem services in northern California cities, 1980-2008",2010,,,ProQuest Dissertations and Theses,978-1-124-52094-0,,3444384,158,"Seamans, Georgia Norma Silvera and Hester, Randolph T.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fecological-street-tree-mainstreaming-production%2Fdocview%2F858382716%2Fse-2%3Faccountid%3D10246,English,"University of California, Berkeley     PP  - United States -- California",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-31 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Biological sciences;California cities;Ecosystem services;Municipal services;Nonprofit service provision;Street trees;Urban forestry;0281:Urban Forestry;California;Trees,,
rayyan-397594662,"Can community-based natural resource management improve wildfire policy planning in interior Alaska? Addressing value differences, ineffective participatory processes, and conflicts over traditional ecological knowledge",2010,,,ProQuest Dissertations and Theses,978-1-124-34609-0,,3435842,176,"Ray, Lily Amelia and Rocheleau, Dianne and Turner, B. L., II",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fcan-community-based-natural-resource-management%2Fdocview%2F816857274%2Fse-2%3Faccountid%3D10246,English,Clark University     PP  - United States -- Massachusetts,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-01 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: not urban",,Health and environmental sciences;Social sciences;Geography;Sustainability;Native American studies;Natural resource management;0366:Geography;0640:Sustainability;0740:Native American studies;0528:Natural Resource Management;Alaska,,
rayyan-397594663,Management impacts on nitrous oxide flux and water loss from urban ecosystems,2010,,,ProQuest Dissertations and Theses,978-1-124-34102-6,,3428169,166,"Bijoor, Neeta S. and Pataki, Diane E.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fmanagement-impacts-on-nitrous-oxide-flux-water%2Fdocview%2F816338079%2Fse-2%3Faccountid%3D10246,English,"University of California, Irvine     PP  - United States -- California",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-01 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not outcome",,Health and environmental sciences;Earth sciences;Biological sciences;Ecohydrology;Evapotranspiration;Nitrous oxide;Plant water source;Stable isotopes;Urban ecology;Water loss;Ecology;Hydrologic sciences;Environmental science;0388:Hydrologic sciences;0329:Ecology;0768:Environmental science;Nitrous Oxide,,
rayyan-397594664,Stress-mediated relationships between insects and forests: Empirical and modelling studies,2010,,,ProQuest Dissertations and Theses,978-0-494-65842-0,,,172,"Babin-Fenske, Jennifer J.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fstress-mediated-relationships-between-insects%2Fdocview%2F759965969%2Fse-2%3Faccountid%3D10246,English,"Laurentian University (Canada)     PP  - Canada -- Ontario, CA",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-11-01 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not outcome",,Biological sciences;Ecosystem recovery;Forest defoliators;Insect communities;Malacosoma disstria;Ecology;Entomology;Zoology;0329:Ecology;0353:Entomology;0472:Zoology;Trees,,
rayyan-397594665,"Road systems, land use, and related patterns of valley oak (<i>Quercus lobata</i> Nee) populations, seedling recruitment, and herbivory",2010,,,ProQuest Dissertations and Theses,978-1-124-21989-9,,3422647,207,"Kuhn, Bill Ahlering and Davis, Frank W.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Froad-systems-land-use-related-patterns-valley-oak%2Fdocview%2F757903319%2Fse-2,English,"University of California, Santa Barbara     PP  - United States -- California",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-31 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Health and environmental sciences;Earth sciences;Biological sciences;Herbivory;Land use;Oaks;Quercus lobata;Recruitment;Refugia;Road ecology;Ecology;Histology;Remote sensing;Natural resource management;0329:Ecology;0799:Remote sensing;0414:Histology;0528:Natural Resource Management,,
rayyan-397594666,Characterizing temporal and spatial variability of watershed dissolved organic matter and disinfection byproduct formation with fluorescence spectroscopy,2010,,,ProQuest Dissertations and Theses,978-1-124-19381-6,,3419430,213,"Beggs, Katherine Morven Helen and Summers, R. Scott",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fcharacterizing-temporal-spatial-variability%2Fdocview%2F755477905%2Fse-2%3Faccountid%3D10246,English,University of Colorado at Boulder     PP  - United States -- Colorado,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-31 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,"Applied sciences;Earth sciences;Disinfection by-products;Dissolved organic matter;Pine beetle epidemic;Watershed management;Water Resource Management;Environmental engineering;Water resources management;0775:Environmental engineering;0595:Water Resources Management;Disinfection;Disinfectants;Spectrometry, Fluorescence",,
rayyan-397594668,"Evaluating risk, sustainability, and decision making in agricultural and land-use strategies at ancient Gordion",2010,,,ProQuest Dissertations and Theses,978-1-124-20766-7,,3424122,948,"Marston, John McCampbell and Papadopoulos, John K.",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fevaluating-risk-sustainability-decision-making%2Fdocview%2F750083839%2Fse-2%3Faccountid%3D10246,English,"University of California, Los Angeles     PP  - United States -- California",Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-31 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not urban",,Health and environmental sciences;Social sciences;Decision making;Gordion;Risk management;Sustainability;Turkey;Archaeology;Middle Eastern history;Environmental studies;0333:Middle Eastern history;0477:Environmental Studies;0324:Archaeology;Decision Making,,
rayyan-397594670,Designing Atmospheres: Research and Design for Thermal Comfort in Dutch Urban Squares,2010,,,PQDT - Global,9798516038181,,28237487,200,"Lenzholzer, Sandra and Koh, Jusuck and Katzschner, Lutz",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fdesigning-atmospheres-research-design-thermal%2Fdocview%2F2560674340%2Fse-2%3Faccountid%3D10246,English,Wageningen University and Research     PP  - Netherlands,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2021-10-26 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-LABELS: forest | RAYYAN-EXCLUSION-REASONS: not climate solution",,Public spaces;Perceptions;Urban planning;Landscape architecture;Senses;Microclimate;Adaptation;Air pollution;Urban heat islands;Influence;Radiation;Climate;Social sciences;Designers;Environmental science;Architecture;Atmospheric sciences;Atmospheric chemistry;Social psychology;Phenomenology;Measurement techniques;Field study;Simulation;Research methodology;Knowledge;0371:Atmospheric Chemistry;0999:Urban planning;0768:Environmental science;0390:Landscape architecture;0729:Architecture;0725:Atmospheric sciences;0451:Social psychology;Research Design;Least-Squares Analysis,,
rayyan-397594672,Ideal landscape structure model research in new town construction model,2010,,,PQDT - Global,,,10539429,,"Meng, Yao and Zhu, Yu Fan",https://lib-ezproxy.concordia.ca/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fdissertations-theses%2Fideal-landscape-structure-model-research-new-town%2Fdocview%2F1874901416%2Fse-2%3Faccountid%3D10246,Chinese,Tsinghua University (People's Republic of China)     PP  - Peoples Rep. of China,Ann Arbor,,"Copyright - Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.
Last updated - 2022-10-20 | RAYYAN-INCLUSION: {""Corey""=>""Excluded""} | RAYYAN-LABELS: bird | RAYYAN-EXCLUSION-REASONS: foreign language",,(UMI)AAI10539429;Social sciences;Urban planning;0999:Urban planning,,
