key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-879385569,Quantifying urban forest structure with open-access remote sensing data sets,2020,4,,URBAN FORESTRY \& URBAN GREENING,1618-8667,50,,,"Baines, Oliver and Wilkes, Phil and Disney, Mathias",,English,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Urban forest structure;Open-access;Remote sensing;Airborne LiDAR;iTree Eco;Sentinel 2;Trees,,
rayyan-879385571,How FIFA World Cup 2022 (TM) can meet the carbon neutral commitments and the United Nations 2030 Agenda for Sustainable Development?: Reflections from the tree nursery project in Qatar,2022,2,,SUSTAINABLE DEVELOPMENT,0968-0802,30,1,203-226,"Spanos, Ioannis and Kucukvar, Murat and Bell, Timothy C. and Elnimah, Aza and Hamdan, Hanin and Al Meer, Bodour and Prakash, Shashi and Lundberg, Orjan and Kutty, Adeeb A. and AlKhereibi, Aya H. A.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",,carbon footprint;carbon offsetting;carbon sequestration;FIFA World Cup;sustainable development;Trees,,
rayyan-879385572,Introducing urban food forestry: a multifunctional approach to increase food security and provide ecosystem services,2013,11,,LANDSCAPE ECOLOGY,0921-2973,28,9,1649-1669,"Clark, Kyle H. and Nicholas, Kimberly A.",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"RAYYAN-INCLUSION: {""ericapadvaiskas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Urban agriculture;Urban forestry;Sustainability science;Edible landscaping;Agroforestry;Agroecology,,
rayyan-879385573,Quantifying the synergistic effects of impervious surface and drought on radial tree growth,2018,2,,URBAN ECOSYSTEMS,1083-8155,21,1,147-155,"McClung, Teegan and Ibanez, Ines",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Basal area increment;Northern red oak;PDSI;Shagbark hickory;Sugar maple;Trees,,
rayyan-879385574,ANTICIPATING CLIMATE CHANGE EFFECT ON BIOMASS PRODUCTIVITY AND VEGETATION STRUCTURE OF MEDITERRANEAN FORESTS TO PROMOTE THE SUSTAINABILITY OF THE WOOD ENERGY SUPPLY CHAIN - PAPERS OF THE 25TH EUROPEAN BIOMASS CONFERENCE,2017,,,,,,,17-29,"Garbolino, Emmanuel and Daniel, Warren and Hinojos Mendoza, Guillermo and Sanseverino-Godfrin, Valerie",,English,ETA-FLORENCE RENEWABLE ENERGIES,"VIA A  GIACOMINI 28, FLORENCE, 50132, ITALY",,"25th European Biomass International Conference, Stockholm, SWEDEN, JUN 12-15, 2017 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,climate change;impact;biomass;wood;urban area;ecosystems,,
rayyan-879385575,Green Infrastructure Planning: Cross-National Analysis between the North East of England (UK) and Catalonia (Spain),2012,,,EUROPEAN PLANNING STUDIES,0965-4313,20,4,641-663,"Llausas, Albert and Roe, Maggie",,English,"ROUTLEDGE JOURNALS, TAYLOR \& FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",,"RAYYAN-INCLUSION: {""ericapadvaiskas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: relevant review",,England;Spain;Middle East;Far East,,
rayyan-879385576,Statistical partitioning of a three-year time series of direct urban net CO2 flux measurements into biogenic and anthropogenic components,2017,12,,ATMOSPHERIC ENVIRONMENT,1352-2310,170,,319-333,"Menzer, Olaf and McFadden, Joseph P.",,English,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Carbon dioxide;Eddy covariance;Flux partitioning;Urban ecosystem;Sources and sinks;Modeling;Spatial heterogeneity,,
rayyan-879385577,Quantification and mapping of the supply of and demand for carbon storage and sequestration service in woody biomass and soil to mitigate climate change in the socio-ecological environment,2018,5,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,624,,342-354,"Sahle, Mesfin and Saito, Osamu and Fuerst, Christine and Yeshitela, Kumelachew",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",,GHG;Net emissions;Spatially explicit manner;Regulatory capacity;Local policy;Land use alternatives,,
rayyan-879385578,Spatial-temporal variation of ecosystem water use efficiency in Beijing's suburban region - 3RD INTERNATIONAL CONFERENCE ON WATER RESOURCE AND ENVIRONMENT (WRE 2017),2017,,,,1755-1307,82,,,"Mi, F. and Zhang, Q. and Zhang, X. C. and Yuan, S. B. and Lu, N. and Yan, N. Na",,English,IOP PUBLISHING LTD,"DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND",,"3rd International Conference on Water Resource and Environment (WRE), Qingdao, PEOPLES R CHINA, JUN 26-29, 2017 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Health Resources,,
rayyan-879385580,Phytodiversity and ecosystem services associated with avenue trees planted along managed roadways in the city of Grand-Popo in Benin,2020,,,BOIS ET FORETS DES TROPIQUES,0006-579X,,345,85+,"Osseni, Abdel Aziz and Gbesso, Gbodja Houehanou Francois and Nansi, Karl Martial and Tente, Agossou Brice Hugues",,French,CIRAD-CENTRE COOPERATION INT RECHERCHE AGRONOMIQUE POUR,"B P 5035, MONTPELLIER, 00000, FRANCE",,"RAYYAN-INCLUSION: {""ericapadvaiskas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,urban planning;plant;diversity;avenue trees;ecosystem services;Grand-Popo;Benin,,
rayyan-879385582,Engaging urban nature: improving our understanding of public perceptions of the role of biodiversity in cities,2019,4,,URBAN ECOSYSTEMS,1083-8155,22,2,409-423,"Campbell-Arvai, Victoria",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"RAYYAN-INCLUSION: {""ericapadvaiskas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Urban biodiversity;Cultural ecosystem services;Mental model;Public perceptions;Public engagement,,
rayyan-879385584,Functional adaptations and trait plasticity of urban trees along a climatic gradient,2020,10,,URBAN FORESTRY \& URBAN GREENING,1618-8667,54,,,"Esperon-Rodriguez, Manuel and Rymer, Paul D. and Power, Sally A. and Challis, Anthea and Marchin, Renee M. and Tjoelker, Mark G.",,English,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Drought tolerance;Phenotypic plasticity;Osmotic potential;Water-use efficiency;Turgor loss point;Urban planning;Trees,,
rayyan-879385585,"Measuring What Matters, Where It Matters: A Spatially Explicit Urban Environment and Social Inclusion Index for the Sustainable Development Goals",2020,,,FRONTIERS IN SUSTAINABLE CITIES,,2,,,"Hsu, Angel and Chakraborty, Tirthankar and Thomas, Ryan and Manya, Diego and Weinfurter, Amy and Chin, Nicholas Jian Wei and Goyal, Nihit and Feierman, Andrew",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,sustainable development goals;new urban agenda;equity;cities;indices;spatial data;social inclusion;Social Environment,,
rayyan-879385587,Lack of phenotypic plasticity in leaf hydraulics for 10 woody species common to urban forests of North China,,,,TREE PHYSIOLOGY,0829-318X,,,,"Han, Hang and Xi, Benye and Wang, Ye and Feng, Jinchao and Li, Ximeng and Tissue, David T.",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,common garden;drought;phenotypic plasticity;trade-offs;urban forest;vulnerability to embolism;Phenotype;China;Trees,,
rayyan-879385588,Green infrastructure space and traits (GIST) model: Integrating green infrastructure spatial placement and plant traits to maximize multifunctionality,2020,3,,URBAN FORESTRY \& URBAN GREENING,1618-8667,49,,,"Tran, Tyler J. and Helmus, Matthew R. and Behm, Jocelyn E.",,English,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Green infrastructure spatial placement GISP model;Green stormwater infrastructure;Philadelphia;Plant functional traits;Urban ecosystem services;Urban vegetation,,
rayyan-879385589,Urbanization Alters the Influence of Weather and an Index of Forest Productivity on Avian Community Richness and Guild Abundance in the Seattle Metropolitan Area,2017,5,,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X,5,,,"Shryock, Benjamin and Marzluff, John M. and Moskal, L. Monika",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution,not forest management",,primary productivity;richness;avian community;El Nino-Southern Oscillation;NDVI;climate change;Trees,,
rayyan-879385590,Exurban residential household behaviors and values: Influence of parcel size and neighbors on carbon storage potential,2014,12,,LANDSCAPE AND URBAN PLANNING,0169-2046,132,,37-46,"Visscher, Rachel Stehouwer and Nassauer, Joan Iverson and Brown, Daniel G. and Currie, William S. and Parker, Dawn C.",,English,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",,Landcover;Urban forest;Ecosystem services;Residential landscape;Urban ecology;Web survey,,
rayyan-879385591,The extent of shifts in vegetation phenology between rural and urban areas within a human-dominated region,2016,4,,ECOLOGY AND EVOLUTION,2045-7758,6,7,1942-1953,"Dallimer, Martin and Tang, Zhiyao and Gaston, Kevin J. and Davies, Zoe G.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Enhanced Vegetation Index;green infrastructure;greenspace;growing season;urban ecology;urban heat island;urbanization;Humanities;Humanism;Humans,,
rayyan-879385592,The Benefits and Limits of Urban Tree Planting for Environmental and Human Health,2021,4,,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X,9,,,"Pataki, Diane E. and Alberti, Marina and Cadenasso, Mary L. and Felson, Alex and er J. and McDonnell, Mark J. and Pincetl, Stephanie and Pouyat, Richard V. and Setala, Heikki and Whitlow, Thomas H.",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"RAYYAN-INCLUSION: {""ericapadvaiskas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: relevant review",,urban ecology;forestry;sustainability;policy;climate mitigation;climate adaptation;ecosystem services;ecosystem disservices;Humanities;Humanism;Humans,,
rayyan-879385593,The economics of urban afforestation: Insights from an integrated bioeconomic-health model,2018,5,,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,0095-0696,89,,116-135,"Jones, Benjamin A. and McDermott, Shana M.",,English,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Urban afforestation;Optimal control;Benefits of trees;Human health;Air quality shocks,,
rayyan-879385594,A long-term and comprehensive assessment of the urbanization-induced impacts on vegetation net primary productivity,2019,6,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,669,,342-352,"Guan, Xiaobin and Shen, Huanfeng and Li, Xinghua and Gan, Wenxia and Zhang, Liangpei",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Urbanization;Net primary productivity;Remote sensing;Spatiotemporal analysis;Land-use/cover change,,
rayyan-879385595,Optimal Ecological Management Practices (EMPs) for Minimizing the Impact of Climate Change and Watershed Degradation Due to Urbanization,2013,9,,WATER RESOURCES MANAGEMENT,0920-4741,27,11,4069-4082,"Sarma, B. and Sarma, A. K. and Singh, V. P.",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",,Carbon sequestration;Ecological Management Practices;Urban watershed;Optimization,,
rayyan-879385597,Impacts of landscape change on net primary productivity by integrating remote sensing data and ecosystem model in a rapidly urbanizing region in China,2021,11,,JOURNAL OF CLEANER PRODUCTION,0959-6526,325,,,"Guo, Lijia and Liu, Ruimin and Shoaib, Muhammad and Men, Cong and Wang, Qingrui and Miao, Yuexi and Jiao, Lijun and Wang, Yifan and Zhang, Yan",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Urbanization;Land use/land cover change;Net primary productivity;Landscape pattern index;Beijing-tianjin-hebei region;China,,
rayyan-879385599,Using stakeholders' preference for ecosystems and ecosystem services as an economic basis underlying strategic conservation planning,2020,12,,HELIYON,,6,12,,"Ureta, J. Carl and Vassalos, Michael and Motallebi, Marzieh and Baldwin, Robert and Ureta, Joan",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"RAYYAN-INCLUSION: {""ericapadvaiskas""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Ecosystems ranking;Ecosystem services ranking;Stakeholder approach;Conservation planning;Preference analysis;Ranking analysis,,
rayyan-879385601,Mapping potential carbon and timber losses from hurricanes using a decision tree and ecosystem services driver model,2013,11,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,0301-4797,129,,599-607,"Delphin, S. and Escobedo, F. J. and Abd-Elrahman, A. and Cropper, Jr., W.",,English,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",,Ecosystem services and goods;Decision-tree analysis;Aboveground carbon storage;Timber volume;Florida;InVEST model;Decision Trees;Trees,,
rayyan-879385602,Urban parks provide ecosystem services by retaining metals and nutrients in soils,2017,12,,ENVIRONMENTAL POLLUTION,0269-7491,231,1,451-461,"Setala, H. and Francini, G. and Allen, J. A. and Jumpponen, A. and Hui, N. and Kotze, D. J.",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Ecosystem service;Lysimeter;Plant functional type;Traffic pollution;Food,,
rayyan-879385603,RPAS-based photogrammetry to support tree stability assessment: Longing for precision arboriculture,2020,11,,URBAN FORESTRY \& URBAN GREENING,1618-8667,55,,,"De Petris, Samuele and Sarvia, Filippo and Borgogno-Mondino, Enrico",,English,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,CHM;Single tree parameters;Static integrated assessment;Tree stability index;Trees,,
rayyan-879385605,Seeing the forest as well as the trees: An expert opinion approach to identifying holistic condition indicators for mangrove ecosystems,2019,6,,ESTUARINE COASTAL AND SHELF SCIENCE,0272-7714,222,,183-194,"Bakhtiyari, Majid and Lee, Shing Yip and Warnken, Jan",,English,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Mangrove forests;Ecosystem assessment;Driver-response process;Expert opinion;Health indicators;Ecosystem services;Expert Testimony;Trees,,
rayyan-879385606,Can Trait-Based Schemes Be Used to Select Species in Urban Forestry?,2021,,,FRONTIERS IN SUSTAINABLE CITIES,,3,,,"Watkins, Harry and Hirons, Andrew and Sjoman, Henrik and Cameron, Ross and Hitchmough, James D.",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,urban forestry;species selection;functional ecology;plant traits;ecological theories and technologies,,
rayyan-879385608,Demand-Based Urban Forest Planning using High Resolution Remote Sensing and AHP - LIDAR REMOTE SENSING FOR ENVIRONMENTAL MONITORING XV,2016,,,,0277-786X,9879,,,"Kolanuvada, Srinivasa Raju and Mariappan, Muneeswaran and Krishnan, Vani",,English,SPIE-INT SOC OPTICAL ENGINEERING,"1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA",,"Conference on Lidar Remote Sensing for Environmental Monitoring XV, Indian Soc Remote Sensing, New Delhi, INDIA, APR 04-07, 2016 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not temperate",,Urban forest;demand-based;forest planning;afforestation;AHP;Trees,,
rayyan-879385609,"Carbon emissions induced by land-use and land-cover change from 1970 to 2010 in Zhejiang, China",2019,1,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,646,,930-939,"Zhu, Enyan and Deng, Jingsong and Zhou, Mengmeng and Gan, Muye and Jiang, Ruowei and Wang, Ke and Shahtahmassebi, AmirReza",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban",,Global climate change;Carbon emission;LUCC;Vegetation carbon;SOC;China,,
rayyan-879385610,The potential influence of commercial plant nurseries in shaping the urban forest in South Africa,2021,9,,URBAN FORESTRY \& URBAN GREENING,1618-8667,64,,,"Arnoldi, Marco and Shackleton, Charlie M.",,English,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",,"USER-NOTES: {""Kayleigh""=>[""will have to confirm coordinates for temperate region""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not temperate",,Diversity;Ecosystem services;Indigenous species;Non-native species;Plant nurseries;Private gardens;South Africa,,
rayyan-879385612,"CLIMATE CHANGE FOR AGRICULTURE, FOREST COVER AND 3D URBAN MODELS - ISPRS TECHNICAL COMMISSION VIII SYMPOSIUM",2014,,,,2194-9034,40,,787-791,"Kapoor, M. and Bassir, D.",,English,COPERNICUS GESELLSCHAFT MBH,"BAHNHOFSALLE 1E, GOTTINGEN, 37081, GERMANY",,"ISPRS Technical Commission VIII Symposium, Hyderabad, INDIA, DEC 09-12, 2014 | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Landsat TRIS/8/LDCM;Forest Change;Decision support;NDVI;Eclipse;3D Urban Models;Factor VIII,,
rayyan-879385613,Deconstructing a complex future: Scenario development and implications for the forest-based sector,2018,9,,FOREST POLICY AND ECONOMICS,1389-9341,94,,21-26,"Aggestam, Filip and Wolfslehner, Bernhard",,English,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",,"RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,Scenario development;Forest policy;Forest management;Future studies;Trees,,
rayyan-879385614,Converting Lawn to Restored Forest on a Midwest College Campus: A Seven Year Assessment of Herbaceous Plant Establishment,2017,6,,ECOLOGICAL RESTORATION,1543-4060,35,2,167-174,"DeJong, Leanna N. and Warners, Micah G. and Warners, David P.",,English,UNIV WISCONSIN PRESS,"JOURNAL DIVISION, 1930 MONROE ST, 3RD FL, MADISON, WI 53711 USA",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,nurse tree;mulch;survivorship;weeds;woodland perennial;Midwestern United States,,
