key,title,journal,authors,notes
rayyan-364025761,Differences in the breeding performance of great tits Parus major between a forest and an urban area: a long term study on first clutches,EUROPEAN ZOOLOGICAL JOURNAL,"Wawrzyniak, J. and Gladalski, M. and Kalinski, A. and Banbura, M. and Markowski, M. and Skwarska, J. and Zielinski, P. and Banbura, J.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025763,Stress response varies with plumage colour and local habitat in feral pigeons,JOURNAL OF ORNITHOLOGY,"Corbel, Helene and Legros, Ariane and Haussy, Claudy and Jacquin, Lisa and Gasparini, Julien and Karimi, Battle and Frantz, Adrien","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025766,Bird-building collision risk: An assessment of the collision risk of birds with buildings by phylogeny and behavior using two citizen-science datasets,PLOS ONE,"Nichols, K. Samantha and Homayoun, Tania and Eckles, Joanna and Blair, Robert B.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025767,Crossing artificial obstacles during migration: The relative global ecological risks and interdependencies illustrated by the migration of common quail Coturnix coturnix,SCIENCE OF THE TOTAL ENVIRONMENT,"Nadal, Jesus and Saez, David and Margalida, Antoni","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025769,Urban parakeets in Northern Illinois: A 40-year perspective,URBAN ECOSYSTEMS,"Pruett-Jones, Stephen and Appelt, Christopher W. and Sarfaty, Anna and Van Vossen, Br and y and Leibold, Mathew A. and Minor, Emily S.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025771,Traffic noise decreases nestlings' metabolic rates in an urban exploiter,JOURNAL OF AVIAN BIOLOGY,"Brischoux, Francois and Meillere, Alizee and Dupoue, Andreaz and Lourdais, Olivier and Angelier, Frederic","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025772,Acoustic masking of soniferous species of the St-Lawrence lowlands,LANDSCAPE AND URBAN PLANNING,"Desrochers, Louis and Proulx, Raphael","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025782,Monitoring Least Bitterns (Ixobrychis exilis) in Vermont: Detection Probability and Occupancy Modeling,NORTHEASTERN NATURALIST,"Cherukuri, Aswini and Strong, Allan and Donovan, Therese M.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025789,Effects of urbanization on bird migration,BIOLOGICAL CONSERVATION,"Bonnet-Lebrun, Anne-Sophie and Manica, Andrea and Rodrigues, Ana S. L.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025800,"Combined usage of stable isotopes and GPS-based telemetry to understand the feeding ecology of an omnivorous bird, the Ring-billed Gull (Larus delawarensis)",CANADIAN JOURNAL OF ZOOLOGY,"Caron-Beaudoin, E. and Gentes, M. -L. and Patenaude-Monette, M. and Helie, J. -F. and Giroux, J. -F. and Verreault, J.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025801,"Impact of temperature on the number of mallards, Anas platyrhynchos, wintering in cities",NORTH-WESTERN JOURNAL OF ZOOLOGY,"Meissner, Wlodzimierz and Rowinski, Patryk and Polakowski, Michal and Wilniewczyc, Piotr and Marchowski, Dominik","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025802,Heritability of fear of humans in urban and rural populations of a bird species,SCIENTIFIC REPORTS,"Carrete, Martina and Martinez-Padilla, Jesus and Rodriguez-Martinez, Sol and Rebolo-Ifran, Natalia and Palma, Antonio and Tella, Jose L.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025806,Behavioural Adaptation of a Bird from Transient Wetland Specialist to an Urban Resident,PLOS ONE,"Martin, John and French, Kris and Major, Richard","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025810,FORAGING ONTOGENY IN A SUBURBAN POPULATION OF BLACK PHOEBES (SAYORNIS NIGRICANS),WILSON JOURNAL OF ORNITHOLOGY,"Baker, Jessica and Ferree, Elise D.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025813,Common urban birds continue to perceive predator calls that are overlapped by road noise,URBAN ECOSYSTEMS,"Pettinga, D. and Kennedy, J. and Proppe, D. S.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025816,Physiological Correlates of Urbanization in a Desert Songbird,INTEGRATIVE AND COMPARATIVE BIOLOGY,"Giraudeau, Mathieu and McGraw, Kevin J.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025820,Differential nest-defense to perceived danger in urban and rural areas by female Eurasian sparrowhawk (Accipiter nisus),PEERJ,"Kunca, Tomas and Yosef, Reuven","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025822,An urban osprey population established by translocation,JOURNAL OF RAPTOR RESEARCH,"Martell, MS and Englund, JV and Tordoff, HB","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025839,"The persistence of an apex avian predator, Verreauxs' eagle, Aquila verreauxii, in a rapidly urbanizing environment",SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH,"Symes, Craig T. and Kruger, Tamara L.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025842,Differences in biometry and body condition of the House Sparrow (Passer domesticus) in urban and rural population during breeding season,URBAN ECOSYSTEMS,"Dulisz, Beata and Nowakowski, Jacek J. and Gornik, Joanna","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025843,Selection based on the size of the black tie of the great tit may be reversed in urban habitats,ECOLOGY AND EVOLUTION,"Carlos Senar, Juan and Conroy, Michael J. and Quesada, Javier and Mateos-Gonzalez, Fern and o","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025846,Does light pollution alter daylength? A test using light loggers on free-ranging European blackbirds (Turdus merula),PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Dominoni, Davide M. and Partecke, Jesko","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025847,"Land Use, anthropogenic disturbance, and riverine features drive patterns of habitat selection by a wintering waterbird in a semiarid environment",PLOS ONE,"Boggie, Matthew A. and Collins, Daniel P. and Donnelly, J. Patrick and Carleton, Scott A.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025862,Blue light attracts nocturnally migrating birds,CONDOR,"Zhao, Xuebing and Zhang, Min and Che, Xianli and Zou, Fasheng","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025873,Impacts of anthropogenic activities and habitat degradation on breeding waterbirds,TURKISH JOURNAL OF ZOOLOGY,"Onmus, Ortac and Siki, Mehmet","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025877,Local and regional effects of pedestrians on forest birds in a fragmented landscape,CONDOR,"Fern and ez-Juricic, E","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025878,Movements and seasonal use of habitats by rural and urban female mottled ducks in southeast Florida,JOURNAL OF WILDLIFE MANAGEMENT,"Varner, Dana M. and Hepp, Gary R. and Bielefeld, Ronald R.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025886,Integrated behavioural and stable isotope data reveal altered diet linked to low breeding success in urban-dwelling blue tits (Cyanistes caeruleus),SCIENTIFIC REPORTS,"Pollock, Christopher J. and Capilla-Lasheras, Pablo and McGill, Rona A. R. and Helm, Barbara and Dominoni, Davide M.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025891,High-intensity urban light installation dramatically alters nocturnal bird migration,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"Van Doren, Benjamin M. and Horton, Kyle G. and Dokter, Adriaan M. and Klinck, Holger and Elbin, Susan B. and Farnsworth, Andrew","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025892,Habitat Use by Least Bitterns (Ixobrychus exilis) in Quebec,WATERBIRDS,"Jobin, Benoit and Fradette, Pierre and Labrecque, S and ra","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025901,Nocturnal resting behaviour in urban great tits and its relation to anthropogenic disturbance and microclimate,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,"Caorsi, Valentina and Sprau, Philipp and Zollinger, Sue Anne and Brumm, Henrik","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025907,Green Herons (Butorides virescens) in an Urbanized Landscape: Does Recreational Disturbance Affect Foraging Behavior?,AMERICAN MIDLAND NATURALIST,"Moore, Am and a A. and Green, M. Clay and Huffman, David G. and Simpson, Thomas R.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025910,A comparison of the diet of urban and forest great tits in a Mediterranean habitat,ANIMAL BIODIVERSITY AND CONSERVATION,"Senar, J. C. and Manzanilla, A. and Mazzoni, D.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025912,Anthropogenic noise is associated with reductions in the productivity of breeding Eastern Bluebirds (Sialia sialis),ECOLOGICAL APPLICATIONS,"Kight, Caitlin R. and Saha, Margaret S. and Swaddle, John P.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025913,Impacts of climate and land-use change on wintering bird populations in Finland,JOURNAL OF AVIAN BIOLOGY,"Fraixedas, Sara and Lehikoinen, Aleksi and Linden, Andreas","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025921,Urban lakes and waterbirds: Effects of development on avian behavior,WATERBIRDS,"Traut, AH and Hostetler, ME","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025924,The role of habituation in the adjustment to urban life: An experimental approach with burrowing owls,BEHAVIOURAL PROCESSES,"Cavalli, M. and Baladron, A. V. and Isacch, J. P. and Biondi, L. M. and Bo, M. S.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025925,Resource selection and space use by sea ducks during the non-breeding season: Implications for habitat conservation planning in urbanized estuaries,BIOLOGICAL CONSERVATION,"De la Cruz, Susan E. W. and Eadie, John M. and Miles, A. Keith and Yee, Julie and Spragens, Kyle A. and Palm, Eric C. and Takekawa, John Y.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025931,"Habitat use by barn owls across a rural to urban gradient and an assessment of stressors including, habitat loss, rodenticide exposure and road mortality",LANDSCAPE AND URBAN PLANNING,"Hindmarch, Sofi and Elliott, John E. and Mccann, Sean and Levesque, Paul","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025936,Differences in the timing of reproduction between urban and forest European blackbirds (Turdus merula): result of phenotypic flexibility or genetic differences?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Partecke, J and Van't Hof, T and Gwinner, E","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025949,Territory selection in the city: can birds reliably judge territory quality in a novel urban environment?,JOURNAL OF ZOOLOGY,"Minias, P. and Janiszewski, T.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025950,Traffic noise impacts on urban forest soundscapes in south-eastern Australia,AUSTRAL ECOLOGY,"Munro, Jasmine and Williamson, Ian and Fuller, Susan","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025954,Food preference of the Black-headed Gull Chroicocephalus ridibundus differs along a rural-urban gradient,BIRD STUDY,"Scott, Paul and Duncan, Peter and Green, Jonathan A.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025956,Urbanization Is Associated with Divergence in Pace-of-Life in Great Tits,FRONTIERS IN ECOLOGY AND EVOLUTION,"Charmantier, Anne and Demeyrier, Virginie and Lambrechts, Marcel and Perret, Samuel and Gregoire, Arnaud","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025962,Effects of building features on density and flock distribution of feral pigeons Columba livia var. domestica in an urban environment,CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,"Sacchi, R and Gentilli, A and Razzetti, E and Barbieri, F","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025975,Conservation value of private lands for crested caracaras in Florida,CONSERVATION BIOLOGY,"Morrison, JL and Humphrey, SR","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025985,Waterbird use of artificial wetlands in an Australian urban landscape,HYDROBIOLOGIA,"Murray, Christopher G. and Kasel, Sabine and Loyn, Richard H. and Hepworth, Graham and Hamilton, Andrew J.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025987,Surviving in sprawling suburbs: Suburban environments represent high quality breeding habitat for a widespread shorebird,LANDSCAPE AND URBAN PLANNING,"Cardilini, Adam P. A. and Weston, Michael A. and Nimmo, Dale G. and Dann, Peter and Sherman, Craig D. H.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025994,Birds and Roads: Reduced Transit for Smaller Species over Roads within an Urban Environment,FRONTIERS IN ECOLOGY AND EVOLUTION,"Johnson, Christopher D. and Evans, Daryl and Jones, Darryl","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025997,Successful Colonization of a Novel Urban Environment is Associated with an Urban Behavioural Syndrome in a Reed-Nesting Waterbird,ETHOLOGY,"Minias, Piotr","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026000,Population trends for North American winter birds based on hierarchical models,ECOSPHERE,"Soykan, C and an U. and Sauer, John and Schuetz, Justin G. and LeBaron, Geoffrey S. and Dale, Kathy and Langham, Gary M.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026003,Scale-dependent homogenization: Changes in breeding bird diversity in the Netherlands over a 25-year period,BIOLOGICAL CONSERVATION,"Van Turnhout, Chris A. M. and Foppen, Ruud P. B. and Leuven, Rob S. E. W. and Siepel, Henk and Esselink, Hans","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026010,Noisy neighbours and myna problems: Interaction webs and aggression around tree hollows in urban habitats,JOURNAL OF APPLIED ECOLOGY,"Rogers, Andrew M. and Griffin, Andrea S. and van Rensburg, Berndt J. and Kark, Salit","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026025,Burrowing owl nest distribution and density in relation to urban development,ETHOLOGY ECOLOGY \& EVOLUTION,"Baladron, Alej and ro V. and Cavalli, Matilde and Isacch, Juan P. and Bo, Maria S.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026027,Shifts in winter distribution in birds: Effects of global warming and local habitat change,AMBIO,"Valiela, I and Bowen, JL","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026029,Urban noise influences vocalization structure in the House Wren Troglodytes aedon,IBIS,"Redondo, Priscilla and Barrantes, Gilbert and S and oval, Luis","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026049,Winter roost occupancy and behaviour at evening departure of urban long-eared owls,ITALIAN JOURNAL OF ZOOLOGY,"Pirovano, A and Rubolini, D and De Michelis, S","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026053,The park-view effect: Residential development is higher at the boundaries of protected areas,SCIENCE OF THE TOTAL ENVIRONMENT,"Brambilla, Mattia and Ronchi, Silvia","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026054,Source and sink habitats of Red-winged Blackbirds in a rural/suburban landscape,ECOLOGICAL APPLICATIONS,"Vierling, KT","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026055,Low frequency dove coos vary across noise gradients in an urbanized environment,BEHAVIOURAL PROCESSES,"Guo, Fengyi and Bonebrake, Timothy C. and Dingle, Caroline","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026056,The preference and costs of sleeping under light at night in forest and urban great tits,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Ulgezen, Zeynep N. and Kapyla, Teemu and Meerlo, Peter and Spoelstra, Kamiel and Visser, Marcel E. and Dominoni, Davide M.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026062,The kestrel (Falco tinnunculus L.) in Berlin: investigation of breeding biology and feeding ecology,JOURNAL OF ORNITHOLOGY,"Kubler, S and Kupko, S and Zeller, U","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026063,Do wild-caught urban house sparrows show desensitized stress responses to a novel stressor?,BIOLOGY OPEN,"Hudin, Noraine Salleh and Teyssier, Aimeric and Aerts, Johan and Fairhurst, Graham D. and Strubbe, Diederik and White, Joel and De Neve, Liesbeth and Lens, Luc","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026068,"Variation in foraging behavior, diet, and time of breeding of Florida scrub-jays in suburban and wildland habitats",CONDOR,"Fleischer, AL and Bowman, R and Woolfenden, GE","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026073,Capitalizing on opportunistic citizen science data to monitor urban biodiversity: A multi-taxa framework,BIOLOGICAL CONSERVATION,"Callaghan, Corey T. and Ozeroff, Ian and Hitchcock, Colleen and Ch and ler, Mark","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026078,"Feeding specialization of urban Long-eared Owls, Asio otus (Linnaeus, 1758), in Jerusalem, Israel",ZOOLOGY IN THE MIDDLE EAST,"Kiat, Yossef and Perlman, Gidon and Balaban, Amir and Leshem, Yossi and Izhaki, Ido and Charter, Motti","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026080,"Enhancing bird diversity via species differential analysis at the Haizhu National Wetland Park in Guangzhou, China: a case study",RESTORATION ECOLOGY,"Fang, Xiaoshan and Wu, Renzhi and Feng, Yongjun and Huang, Yuanxin and Liu, Shuang and Yuan, Li and Liu, Jincheng and Niu, Xiaojun and Wang, Xiangchun and Hu, Huijian","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026091,Personality-dependent breeding dispersal in rural but not urban burrowing owls,SCIENTIFIC REPORTS,"Luna, Alvaro and Palma, Antonio and Sanz-Aguilar, Ana and Tella, Jose L. and Carrete, Martina","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026094,Effects of Road Networks on Bird Populations,CONSERVATION BIOLOGY,"Kociolek, A. V. and Clevenger, A. P. and Clair, C. C. St. and Proppe, D. S.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026095,Urban living predicts behavioural response in a neotropical raptor,BEHAVIOURAL PROCESSES,"Solaro, Claudina and Sarasola, Jose H.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026101,When the winners are the losers: Invasive alien bird species outcompete the native winners in the biotic homogenization process,BIOLOGICAL CONSERVATION,"Colleony, Agathe and Shwartz, Assaf","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026107,Effects of Land Cover Pattern Along Urban-Rural Gradient on Bird Diversity in Wetlands,DIVERSITY-BASEL,"Mao, Qian and Liao, Chencan and Wu, Zhaolu and Guan, Wenbo and Yang, Wenda and Tang, Yuqin and Wu, Gang","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026111,Urbanisation lowers great tit Parus major breeding success at multiple spatial scales,JOURNAL OF AVIAN BIOLOGY,"de Satge, Jacques and Strubbe, Diederik and Elst, Joris and De Laet, Jenny and Adriaensen, Frank and Matthysen, Erik","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026119,The Role of Golf Courses in Biodiversity Conservation and Ecosystem Management,ECOSYSTEMS,"Colding, Johan and Folke, Carl","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026120,The Non-market Value of Birding Sites and the Marginal Value of Additional Species: Biodiversity in a Random Utility Model of Site Choice by eBird Members,ECOLOGICAL ECONOMICS,"Kolstoe, Sonja and Cameron, Trudy Ann","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026127,"Influence of land use on the integrity of marsh bird communities of Chesapeake Bay, USA",WETLANDS,"DeLuca, WV and Studds, CE and Rockwood, LL and Marra, PP","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026140,Artificial light at night advances avian reproductive physiology,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Dominoni, Davide and Quetting, Michael and Partecke, Jesko","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026141,Species-dependent effects of bird feeders on nest predators and nest survival of urban American Robins and Northern Cardinals,CONDOR,"Malpass, Jennifer S. and Rodewald, Am and a D. and Matthews, Stephen N.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026151,Impacts of Adjacent Land Use and Isolation on Marsh Bird Communities,ENVIRONMENTAL MANAGEMENT,"Smith, Lyndsay A. and Chow-Fraser, Patricia","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026160,Distribution and habitat selection of wintering birds in urban environments,LANDSCAPE AND URBAN PLANNING,"Jokimaki, J and Suhonen, J","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026167,Urban areas affect flight altitudes of nocturnally migrating birds,JOURNAL OF ANIMAL ECOLOGY,"Cabrera-Cruz, Sergio A. and Smolinsky, Jaclyn A. and McCarthy, Kyle P. and Buler, Jeffrey J.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026177,Interactive effects of land use and other factors on regional bird distributions,JOURNAL OF BIOGEOGRAPHY,"Allen, AP and O'Connor, RJ","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026184,Noise Pollution Changes Avian Communities and Species Interactions,CURRENT BIOLOGY,"Francis, Clinton D. and Ortega, Catherine P. and Cruz, Alex and er","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026189,Does urbanization influence population trends of cavity-nesting birds and their relationship with European starlings?,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,"Barton, Jessica H. and Morris, Kattie and Meritt, Dennis and Magle, Seth and LaMontagne, Jalene M.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026211,Where to sleep in the city? How urbanisation impacts roosting habitat availability for an apex predator,GLOBAL ECOLOGY AND CONSERVATION,"Bradsworth, Nick and White, John G. and Rendall, Anthony R. and Carter, Nicholas and Cooke, Raylene","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026214,Winter habitat selection of Corvids in an urban ecosystem,URBAN ECOSYSTEMS,"Szala, Klaudia and Dylewski, Lukasz and Tobolka, Marcin","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026243,Reproductive success of house sparrows along an urban gradient,ANIMAL CONSERVATION,"Peach, W. J. and Vincent, K. E. and Fowler, J. A. and Grice, P. V.","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364026254,Sex in the city: sexual selection and urban colonization in passerines,BIOLOGY LETTERS,"Iglesias-Carrasco, Maider and Duchene, David A. and Head, Megan L. and Moller, Anders P. and Cain, Kristal","RAYYAN-INCLUSION: {""Chloe""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
